,culture,primaryImageSmall
1845,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP277639.jpg
1846,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153520.jpg
1847,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-2881-001.jpg
1848,Japan,https://images.metmuseum.org/CRDImages/as/web-large/07_246_25_O1_sf.jpg
1849,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203110_CRD.jpg
1850,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204373_CRD.jpg
1851,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165388_CRD.jpg
1852,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP169296.jpg
1853,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap46.50.1.jpg
1854,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211824.jpg
1855,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP361152.jpg
1856,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP277563.jpg
1857,China,https://images.metmuseum.org/CRDImages/as/web-large/DP146993.jpg
1858,China,https://images.metmuseum.org/CRDImages/as/web-large/DT5558.jpg
1859,China,https://images.metmuseum.org/CRDImages/as/web-large/DP274148.jpg
1860,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160988.jpg
1861,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211852.jpg
1862,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.43.jpg
1863,China,https://images.metmuseum.org/CRDImages/as/web-large/DP156843.jpg
1864,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2091.jpg
1865,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP276969.jpg
1866,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_124_3_O1.jpg
1867,China,https://images.metmuseum.org/CRDImages/as/web-large/DP217414.jpg
1868,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-36_100_2-004.jpg
1869,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap43.86.1.jpg
1870,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_29_162319.jpg
1871,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP234946_CRD.jpg
1872,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-1488-002.jpg
1873,Japan,"https://images.metmuseum.org/CRDImages/as/web-large/1995_598a,b.jpg"
1874,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-16966-002.jpg
1875,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap68.222.6.jpg
1876,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap55.111.10.jpg
1877,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap49.166.jpg
1878,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.85.1.jpg
1879,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205587.jpg
1880,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211821.jpg
1881,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP300700.jpg
1882,China,https://images.metmuseum.org/CRDImages/as/web-large/42_98_128498.jpg
1883,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6712.jpg
1884,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161194.jpg
1885,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT8176.jpg
1886,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153583.jpg
1887,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_9_F_sf.jpg
1888,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP245467.jpg
1889,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154467.jpg
1890,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP206812.jpg
1891,Japan,https://images.metmuseum.org/CRDImages/as/web-large/53_123_1_155587.jpg
1892,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_122.jpg
1893,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap37.54.3.jpg
1894,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_464_O.JPG
1895,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_33_O.jpg
1896,China,https://images.metmuseum.org/CRDImages/as/web-large/30_76_192.jpg
1897,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.106.2.jpg
1898,Japan,https://images.metmuseum.org/CRDImages/as/web-large/4082.jpg
1899,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT214418.jpg
1900,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154033.jpg
1901,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP270986.jpg
1902,China,https://images.metmuseum.org/CRDImages/as/web-large/DP235605.jpg
1903,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT9848.jpg
1904,China,https://images.metmuseum.org/CRDImages/as/web-large/1972_278_7_O.JPG
1905,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-1427-039.jpg
1906,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6922.jpg
1907,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT10749.jpg
1908,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-164.jpg
1909,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_13_F_sf.jpg
1910,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP276497.jpg
1911,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_11.jpg
1912,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-37_138-001.jpg
1913,China,https://images.metmuseum.org/CRDImages/as/web-large/13_100_125.jpg
1914,China,https://images.metmuseum.org/CRDImages/as/web-large/DT235402.jpg
1915,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap21.115.2.jpg
1916,China,https://images.metmuseum.org/CRDImages/as/web-large/DP212993_4_CRD.jpg
1917,China,https://images.metmuseum.org/CRDImages/as/web-large/DP156842.jpg
1918,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153499.jpg
1919,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2033.jpg
1920,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap06.199.jpg
1921,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.41.jpg
1922,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154409.jpg
1923,China,https://images.metmuseum.org/CRDImages/as/web-large/DP151496.jpg
1924,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.35.jpg
1925,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-132.jpg
1926,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211978.jpg
1927,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap47.128.jpg
1928,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6792.jpg
1929,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161207.jpg
1930,America,https://images.metmuseum.org/CRDImages/ad/web-large/2002.612.jpg
1931,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6666.jpg
1932,China,https://images.metmuseum.org/CRDImages/as/web-large/DP217409.jpg
1933,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_30_162320.jpg
1934,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202705_CRD.jpg
1935,China,https://images.metmuseum.org/CRDImages/as/web-large/DP214285_CRD.jpg
1936,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP276283.jpg
1937,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT215134.jpg
1938,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_47_23437.jpg
1939,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap50.145.37.jpg
1940,China,https://images.metmuseum.org/CRDImages/as/web-large/DP206094_CRD.jpg
1941,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.117.1.jpg
1942,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP101530.jpg
1943,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154073.jpg
1944,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap28.209.3.jpg
1945,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153654_CRD.jpg
1946,China,https://images.metmuseum.org/CRDImages/as/web-large/DP235483.jpg
1947,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6601.jpg
1948,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap56.53.jpg
1949,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap98.16.jpg
1950,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT331546.jpg
1951,China,https://images.metmuseum.org/CRDImages/as/web-large/29_100_521_O3.jpg
1952,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap68.222.8.jpg
1953,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT214720.jpg
1954,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153526.jpg
1955,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap29.58.jpg
1956,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153918.jpg
1957,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8800.jpg
1958,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP146263.jpg
1959,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.110.63.jpg
1960,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6740.jpg
1961,China,https://images.metmuseum.org/CRDImages/as/web-large/DP200722_CRD.jpg
1962,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP159755.jpg
1963,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP217070.jpg
1964,China,https://images.metmuseum.org/CRDImages/as/web-large/DP213863.jpg
1965,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_31_162321.jpg
1966,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202661_CRD.jpg
1967,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP233838_CRD.jpg
1968,China,https://images.metmuseum.org/CRDImages/as/web-large/DP201277_CRD.jpg
1969,China,https://images.metmuseum.org/CRDImages/as/web-large/DP152403_CRD.jpg
1970,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP317440.jpg
1971,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP234965_CRD.jpg
1972,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-1381-002.jpg
1973,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_46_23436.jpg
1974,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT11172.jpg
1975,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8794.jpg
1976,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153529.jpg
1977,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161185_CRD.jpg
1978,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2031.jpg
1979,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.46.jpg
1980,China,https://images.metmuseum.org/CRDImages/as/web-large/DP166135_CRD.jpg
1981,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211843.jpg
1982,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.28.jpg
1983,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-128.jpg
1984,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP216789.jpg
1985,Japan,https://images.metmuseum.org/CRDImages/as/web-large/30_72_1_O2.jpg
1986,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2783.jpg
1987,Japan,https://images.metmuseum.org/CRDImages/as/web-large/2002_459_4_d.JPG
1988,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6784.jpg
1989,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP105649.jpg
1990,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap37.20.1.jpg
1991,America,https://images.metmuseum.org/CRDImages/ad/web-large/2002.611.jpg
1992,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-1975_268_148_at-002.jpg
1993,America,https://images.metmuseum.org/CRDImages/ad/web-large/ADA3826.jpg
1994,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_14_F_sf.jpg
1995,China,https://images.metmuseum.org/CRDImages/as/web-large/DP258040_CRD.jpg
1996,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203201_CRD.jpg
1997,China,https://images.metmuseum.org/CRDImages/as/web-large/AR645.jpg
1998,China,https://images.metmuseum.org/CRDImages/as/web-large/DP274140.jpg
1999,Japan,https://images.metmuseum.org/CRDImages/as/web-large/61_63_172188.jpg
2000,China,https://images.metmuseum.org/CRDImages/as/web-large/DT215.jpg
2001,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP276266.jpg
2002,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_32_O.jpg
2003,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap66.214.jpg
2004,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap34.153.jpg
2005,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1980.360.1.jpg
2006,China,https://images.metmuseum.org/CRDImages/as/web-large/DP200446_CRD.jpg
2007,China,https://images.metmuseum.org/CRDImages/as/web-large/30_76_297.JPG
2008,Japan,https://images.metmuseum.org/CRDImages/as/web-large/4083.jpg
2009,China,https://images.metmuseum.org/CRDImages/as/web-large/1988_212.JPG
2010,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT11882.jpg
2011,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1979.196.1.jpg
2012,China,https://images.metmuseum.org/CRDImages/as/web-large/1972_278_4_O.JPG
2013,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-1427-043.jpg
2014,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168987.jpg
2015,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS218.jpg
2016,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT228021.jpg
2017,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-10807-115.jpg
2018,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6618.jpg
2019,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFTR6632003.jpg
2020,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154404.jpg
2021,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-2015_500_9_48_005_crd.jpg
2022,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP245465.jpg
2023,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_85_O2_sf.jpg
2024,China,https://images.metmuseum.org/CRDImages/as/web-large/DP201371_CRD.jpg
2025,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_10_108828.jpg
2026,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS2182.jpg
2027,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap37.54.4.jpg
2028,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_8_20108.jpg
2029,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap63.182.1.jpg
2030,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.156.jpg
2031,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap02.7.2.jpg
2032,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.85.2.jpg
2033,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211820.jpg
2034,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205588.jpg
2035,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap95.17.3.jpg
2036,Japan,https://images.metmuseum.org/CRDImages/as/web-large/18_146_2_55934.jpg
2037,China,https://images.metmuseum.org/CRDImages/as/web-large/DP200562_CRD.jpg
2038,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP257175.jpg
2039,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160432.jpg
2040,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1551.jpg
2041,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6748.jpg
2042,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP219245.jpg
2043,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap67.54.jpg
2044,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161196.jpg
2045,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160452.jpg
2046,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153515.jpg
2047,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_124_4_O1.jpg
2048,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-36_100_1-004.jpg
2049,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap88.18.jpg
2050,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_28_162318.jpg
2051,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1971.192.jpg
2052,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP235005_CRD.jpg
2053,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153550.jpg
2054,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_56_1008876.jpg
2055,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP201959.jpg
2056,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-012.jpg
2057,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211825.jpg
2058,Japan,https://images.metmuseum.org/CRDImages/as/web-large/60_86_2_171452.jpg
2059,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP277559.jpg
2060,China,https://images.metmuseum.org/CRDImages/as/web-large/DP205858_CRD.jpg
2061,China,https://images.metmuseum.org/CRDImages/as/web-large/DT6291.jpg
2062,China,https://images.metmuseum.org/CRDImages/as/web-large/53_130_1.jpg
2063,China,https://images.metmuseum.org/CRDImages/as/web-large/DP224544.jpg
2064,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211851.jpg
2065,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154402.jpg
2066,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap62.256.4.jpg
2067,America,https://images.metmuseum.org/CRDImages/ad/web-large/236517.jpg
2068,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap23.80.85.jpg
2069,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205540.jpg
2070,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap77.3.1.jpg
2071,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6919.jpg
2072,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP221059.jpg
2073,China,https://images.metmuseum.org/CRDImages/as/web-large/DT6276.jpg
2074,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.110.42.jpg
2075,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap11.34.1.jpg
2076,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP355522.jpg
2077,Japan,https://images.metmuseum.org/CRDImages/as/web-large/07_246_24_O1_sf.jpg
2078,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165265_CRD.jpg
2079,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202864_CRD.jpg
2080,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165370_CRD.jpg
2081,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153554.jpg
2082,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161216.jpg
2083,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFTR2642003.jpg
2084,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP165122.jpg
2085,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6649.jpg
2086,China,https://images.metmuseum.org/CRDImages/as/web-large/DP162537.jpg
2087,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205531.jpg
2088,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP277632.jpg
2089,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP158131.jpg
2090,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP256059.jpg
2091,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap22.45.2.jpg
2092,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211811.jpg
2093,China,https://images.metmuseum.org/CRDImages/as/web-large/DP215053_CRD.jpg
2094,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap54.196.1.jpg
2095,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211880.jpg
2096,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203126_CRD.jpg
2097,China,https://images.metmuseum.org/CRDImages/as/web-large/1989_363_65_CRD.jpg
2098,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP355574.jpg
2099,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_4_162294.jpg
2100,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFsf6733.JPG
2101,Japan,https://images.metmuseum.org/CRDImages/as/web-large/53_118_1_15584.jpg
2102,Japan,https://images.metmuseum.org/CRDImages/as/web-large/39_92_2_118608.jpg
2103,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6923.jpg
2104,China,https://images.metmuseum.org/CRDImages/as/web-large/DP152434_CRD.jpg
2105,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153546.jpg
2106,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154433.jpg
2107,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2780.jpg
2108,China,https://images.metmuseum.org/CRDImages/as/web-large/DP156887.jpg
2109,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211534.jpg
2110,China,https://images.metmuseum.org/CRDImages/as/web-large/1985_214_149_238604.jpg
2111,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161416.jpg
2112,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153893.jpg
2113,China,https://images.metmuseum.org/CRDImages/as/web-large/14_76_4-003.jpg
2114,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211876.jpg
2115,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP260439.jpg
2116,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT86.jpg
2117,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT252032.jpg
2118,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154520.jpg
2119,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6591.jpg
2120,Japan,https://images.metmuseum.org/CRDImages/as/web-large/64_31_1_179612.jpg
2121,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-14550-002.jpg
2122,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP231854_CRD.jpg
2123,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP162905.jpg
2124,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154549.jpg
2125,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap11.57.jpg
2126,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153512.jpg
2127,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153543.jpg
2128,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS621.jpg
2129,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6686.jpg
2130,Japan,https://images.metmuseum.org/CRDImages/as/web-large/38_106_14_115898.jpg
2131,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-1427-005.jpg
2132,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP221671.jpg
2133,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153914.jpg
2134,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP205027.jpg
2135,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT72.jpg
2136,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap65.34.jpg
2137,China,https://images.metmuseum.org/CRDImages/as/web-large/DT375240.jpg
2138,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211855.jpg
2139,Japan,https://images.metmuseum.org/CRDImages/as/web-large/1998.483.2_detail.jpg
2140,China,https://images.metmuseum.org/CRDImages/as/web-large/DP215062_CRD.jpg
2141,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-TR_335_15ab_2018_sr1-011.jpg
2142,China,https://images.metmuseum.org/CRDImages/as/web-large/58_184.JPG
2143,Japan,https://images.metmuseum.org/CRDImages/as/web-large/18_77_4_O2_sf.jpg
2144,China,https://images.metmuseum.org/CRDImages/as/web-large/1993_51_2_sec01.jpg
2145,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8369.jpg
2146,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-14_76_29_jps-005.jpg
2147,America,https://images.metmuseum.org/CRDImages/ad/web-large/ADA3627.jpg
2148,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6853.jpg
2149,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205552.jpg
2150,China,https://images.metmuseum.org/CRDImages/as/web-large/DP205779_CRD.jpg
2151,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-13850-002.jpg
2152,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6628.jpg
2153,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-53_194_3_jps-007.jpg
2154,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6875.jpg
2155,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap17.66.jpg
2156,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_451.jpg
2157,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165348_CRD.jpg
2158,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP277400.jpg
2159,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap97.5.jpg
2160,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT229.jpg
2161,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT517.jpg
2162,Japan,https://images.metmuseum.org/CRDImages/as/web-large/07_246_5_O1_sf.jpg
2163,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168982.jpg
2164,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202744_CRD.jpg
2165,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204851_CRD.jpg
2166,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6661.jpg
2167,Japan,https://images.metmuseum.org/CRDImages/as/web-large/52_160_1_O2.jpg
2168,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6689.jpg
2169,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_12_162302.jpg
2170,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP361146.jpg
2171,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2080.jpg
2172,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153527.jpg
2173,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT243651.jpg
2174,America,https://images.metmuseum.org/CRDImages/ad/web-large/186412.jpg
2175,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2077.jpg
2176,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211796.jpg
2177,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP222174.jpg
2178,China,https://images.metmuseum.org/CRDImages/as/web-large/DP216009_CRD.jpg
2179,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT5299.jpg
2180,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1985.141.6.jpg
2181,China,https://images.metmuseum.org/CRDImages/as/web-large/2004_557_1_O.jpg
2182,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP221080.jpg
2183,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161513.jpg
2184,Japan,https://images.metmuseum.org/CRDImages/as/web-large/08_148_2_O.jpg
2185,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP217048.jpg
2186,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP110365.jpg
2187,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1395.jpg
